,Author_A,Author_B,count,aa,ra,jc,pa,path_len,dc_A,dc_B,cc_A,cc_B,hits_A,hits_B,bet_cA,bet_cB
12954,507,3988,3,2.33979123,0.713675214,0.222222222,105,1,0.001858736,0.003983006,0.217742708,0.22795171,2.80E-05,4.83E-05,0.000228044,0.00111682
12955,507,974,3,1.532593469,0.419230769,0.375,28,1,0.001858736,0.001062135,0.217742708,0.19574821,2.80E-05,3.57E-06,0.000228044,1.87E-05
12956,508,2108,1,0.262697311,0.022222222,0.076923077,33,1,0.000796601,0.002920871,0.229878209,0.213236838,2.71E-05,1.62E-05,0.000122751,9.43E-05
12957,508,3165,1,0.417032391,0.090909091,0.021276596,135,1,0.000796601,0.011949018,0.229878209,0.268232089,2.71E-05,0.000483262,0.000122751,0.012252023
12958,508,3741,1,0,0,0,180,1,0.000796601,0.015932023,0.229878209,0.291402412,2.71E-05,0.000865146,0.000122751,0.027710217
12959,509,2270,2,0,0,0,13,1,0.000265534,0.003451938,0.193837981,0.247375698,8.20E-06,0.000412516,0,0.005003528
12960,51,1084,1,0.249542515,0.018181818,0.052631579,99,1,0.002920871,0.002389804,0.239677732,0.232802868,0.000183893,0.000112446,0.001009481,0.000329281
12961,51,1100,1,0.369269373,0.066666667,0.066666667,55,1,0.002920871,0.001327669,0.239677732,0.221318017,0.000183893,6.46E-05,0.001009481,0.000501692
12962,51,1658,1,0.72134752,0.25,0.016393443,561,1,0.002920871,0.01354222,0.239677732,0.286889053,0.000183893,0.005694859,0.001009481,0.004349246
12963,51,1693,2,0.72134752,0.25,0.083333333,22,1,0.002920871,0.000531067,0.239677732,0.189103119,0.000183893,3.77E-06,0.001009481,0
12964,51,1999,1,0.621334935,0.2,0.04,165,1,0.002920871,0.003983006,0.239677732,0.252781346,0.000183893,0.000658164,0.001009481,0.001085563
12965,51,202,1,0.254334778,0.019607843,0.071428571,44,1,0.002920871,0.001062135,0.239677732,0.220913177,0.000183893,0.000123909,0.001009481,9.99E-05
12966,51,2071,2,0,0,0,363,1,0.002920871,0.008762613,0.239677732,0.259583904,0.000183893,0.000505936,0.001009481,0.001898579
12967,51,3542,5,1.821618223,0.571428571,0.153846154,44,1,0.002920871,0.001062135,0.239677732,0.196512652,0.000183893,6.02E-06,0.001009481,2.76E-05
12968,51,3602,2,0.72134752,0.25,0.041666667,154,1,0.002920871,0.003717472,0.239677732,0.23578449,0.000183893,0.000112908,0.001009481,0.001516648
12969,51,3951,1,0.455119613,0.111111111,0.015384615,605,1,0.002920871,0.014604355,0.239677732,0.283069604,0.000183893,0.001214735,0.001009481,0.010170475
12970,510,2451,1,1.442695041,0.5,0.111111111,16,1,0.000531067,0.00212427,0.140802145,0.167056958,3.89E-09,1.92E-07,0,0.001002085
12971,510,3907,1,0.480898347,0.125,0.333333333,4,1,0.000531067,0.000531067,0.140802145,0.140802145,3.89E-09,3.89E-09,0,0
12972,512,1193,1,4.701362391,0.641691438,0.283018868,867,1,0.004514073,0.01354222,0.241731016,0.277247052,0.000147269,0.00133832,0.000228577,0.005222378
12973,512,1280,1,4.667158161,0.630049281,0.441176471,544,1,0.004514073,0.008497079,0.241731016,0.259249561,0.000147269,0.000383472,0.000228577,0.001646498
12974,512,1319,1,4.7026123,0.642068512,0.277777778,884,1,0.004514073,0.013807754,0.241731016,0.29157126,0.000147269,0.001304062,0.000228577,0.007509709
12975,512,1333,1,4.595023409,0.598799281,0.833333333,272,1,0.004514073,0.00424854,0.241731016,0.241711664,0.000147269,0.00014715,0.000228577,0
12976,512,1527,2,4.621888968,0.611299281,0.681818182,340,1,0.004514073,0.005310674,0.241731016,0.24186657,0.000147269,0.000147508,0.000228577,0.001654903
12977,512,2040,1,4.701362391,0.641691438,0.283018868,867,1,0.004514073,0.01354222,0.241731016,0.265542691,0.000147269,0.000409724,0.000228577,0.009819618
12978,512,2439,1,4.632181716,0.615844735,0.625,374,1,0.004514073,0.005841742,0.241731016,0.243721375,0.000147269,0.000173805,0.000228577,0.001543201
12979,512,2932,6,6.064584009,1.111299281,0.761904762,340,1,0.004514073,0.005310674,0.241731016,0.24262459,0.000147269,0.000159416,0.000228577,0.000895921
12980,512,3019,1,4.595023409,0.598799281,0.833333333,272,1,0.004514073,0.00424854,0.241731016,0.241711664,0.000147269,0.00014715,0.000228577,0
12981,512,3141,1,4.595023409,0.598799281,0.833333333,272,1,0.004514073,0.00424854,0.241731016,0.241711664,0.000147269,0.00014715,0.000228577,0
12982,512,3302,1,4.621888968,0.611299281,0.681818182,340,1,0.004514073,0.005310674,0.241731016,0.257832655,0.000147269,0.000377405,0.000228577,0.000602128
12983,512,3577,1,4.711457832,0.644632614,0.241935484,1020,1,0.004514073,0.015932023,0.241731016,0.285343577,0.000147269,0.00090419,0.000228577,0.016841982
12984,512,3974,1,4.648769492,0.622837742,0.535714286,442,1,0.004514073,0.006903877,0.241731016,0.248046368,0.000147269,0.000219082,0.000228577,0.002513362
12985,512,747,1,4.71433403,0.645426265,0.230769231,1071,1,0.004514073,0.016728625,0.241731016,0.279920303,0.000147269,0.001246657,0.000228577,0.010712995
12986,512,773,1,4.602741045,0.602475751,0.789473684,289,1,0.004514073,0.004514073,0.241731016,0.241731016,0.000147269,0.000147207,0.000228577,0.000475492
12987,512,793,1,4.602741045,0.602475751,0.789473684,289,1,0.004514073,0.004514073,0.241731016,0.244352573,0.000147269,0.000151023,0.000228577,0.000151256
12988,513,1179,1,0.590215593,0.072222222,0.083333333,69,1,0.006107276,0.000796601,0.246366413,0.22138293,0.000334692,7.85E-05,0.000799507,0
12989,513,1293,1,0.865732086,0.099460074,0.081081081,391,1,0.006107276,0.004514073,0.246366413,0.238334417,0.000334692,0.000332295,0.000799507,0.000140418
12990,513,1334,1,3.059125997,0.483283309,0.36,253,1,0.006107276,0.002920871,0.246366413,0.219803465,0.000334692,9.13E-05,0.000799507,0.000190648
12991,513,1510,1,1.160929625,0.351851852,0.068965517,184,1,0.006107276,0.00212427,0.246366413,0.230756679,0.000334692,0.000106042,0.000799507,8.40E-05
12992,513,1651,1,0.244239337,0.016666667,0.041666667,46,1,0.006107276,0.000531067,0.246366413,0.217007144,0.000334692,5.91E-05,0.000799507,0
12993,513,2763,1,3.073728784,0.490859066,0.346153846,276,1,0.006107276,0.003186405,0.246366413,0.235674061,0.000334692,0.000175755,0.000799507,0.000105179
12994,513,2884,4,3.71797655,0.589967801,0.244444444,759,1,0.006107276,0.008762613,0.246366413,0.266480176,0.000334692,0.000812965,0.000799507,0.002679379
12995,513,2903,1,3.086287143,0.497269323,0.333333333,299,1,0.006107276,0.003451938,0.246366413,0.236393704,0.000334692,0.00022472,0.000799507,0.000138403
12996,513,3205,1,3.14769965,0.526573352,0.257142857,483,1,0.006107276,0.005576208,0.246366413,0.24876167,0.000334692,0.000377866,0.000799507,0.001658012
12997,513,3214,1,0.982510872,0.14379085,0.033707865,1587,1,0.006107276,0.018321827,0.246366413,0.289835883,0.000334692,0.006042127,0.000799507,0.006788017
12998,513,3564,11,5.271715526,1.616161616,0.092105263,1380,1,0.006107276,0.015932023,0.246366413,0.281512391,0.000334692,0.002641012,0.000799507,0.011792371
12999,513,3805,1,0.244239337,0.016666667,0.035714286,138,1,0.006107276,0.001593202,0.246366413,0.218768234,0.000334692,6.53E-05,0.000799507,0.000954551
13000,513,3834,1,0.731588745,0.143518519,0.083333333,69,1,0.006107276,0.000796601,0.246366413,0.213674479,0.000334692,3.56E-05,0.000799507,0
13001,513,3878,2,0.244239337,0.016666667,0.041666667,46,1,0.006107276,0.000531067,0.246366413,0.217007144,0.000334692,5.91E-05,0.000799507,0
13002,513,525,1,3.115484628,0.5116924,0.3,368,1,0.006107276,0.00424854,0.246366413,0.248127909,0.000334692,0.000389837,0.000799507,0.000107007
13003,513,534,1,1.471799783,0.177693387,0.096153846,782,1,0.006107276,0.009028147,0.246366413,0.25485105,0.000334692,0.000324627,0.000799507,0.004490225
13004,513,719,1,3.142350188,0.5241924,0.264705882,460,1,0.006107276,0.005310674,0.246366413,0.256257036,0.000334692,0.000581289,0.000799507,0.000593492
13005,513,827,1,3.434398058,0.560556036,0.217391304,759,1,0.006107276,0.008762613,0.246366413,0.26699862,0.000334692,0.000869142,0.000799507,0.002413173
13006,513,938,1,3.123202265,0.51536887,0.290322581,391,1,0.006107276,0.004514073,0.246366413,0.249873408,0.000334692,0.000310926,0.000799507,0.000198454
13007,513,945,1,1.674716066,0.487745098,0.040540541,1242,1,0.006107276,0.014338821,0.246366413,0.275476313,0.000334692,0.001351702,0.000799507,0.00741313
13008,515,2910,1,0.241363138,0.015873016,0.111111111,16,1,0.000531067,0.00212427,0.215105471,0.240920874,2.92E-05,0.000222846,0,0.000170882
13009,515,747,3,0.480898347,0.125,0.015625,126,1,0.000531067,0.016728625,0.215105471,0.279920303,2.92E-05,0.001246657,0,0.010712995
13010,516,1649,1,1.442695041,0.5,0.333333333,4,1,0.000531067,0.000531067,0.000531067,0.000531067,9.83E-65,9.83E-65,0,0
13011,516,694,2,1.442695041,0.5,0.333333333,4,1,0.000531067,0.000531067,0.000531067,0.000531067,9.83E-65,9.83E-65,0,0
13012,517,1913,2,0.300101629,0.035714286,0.024390244,80,1,0.000531067,0.010621349,0.214585671,0.275702711,2.59E-05,0.000669762,0,0.007769558
13013,518,2776,1,1.442695041,0.5,0.2,8,1,0.001062135,0.000531067,0.193912678,0.159409736,1.03E-05,2.10E-07,0.000950702,0
13014,518,2837,1,0.389871245,0.076923077,0.142857143,16,1,0.001062135,0.001062135,0.193912678,0.23375816,1.03E-05,0.000216376,0.000950702,0.000965697
13015,518,2859,1,0.72134752,0.25,0.0625,52,1,0.001062135,0.003451938,0.193912678,0.244174718,1.03E-05,0.000303466,0.000950702,0.001637014
13016,518,2908,1,1.442695041,0.5,0.2,8,1,0.001062135,0.000531067,0.193912678,0.159409736,1.03E-05,2.10E-07,0.000950702,0
13017,52,131,1,1.585912114,0.333290043,0.571428571,30,1,0.001593202,0.001327669,0.203904936,0.197696464,9.89E-06,4.90E-06,4.55E-05,0
13018,52,3110,1,0,0,0,30,1,0.001593202,0.001327669,0.203904936,0.238108864,9.89E-06,0.000256125,4.55E-05,0.000217359
13019,52,326,1,1.896579581,0.493290043,0.148148148,150,1,0.001593202,0.006638343,0.203904936,0.246547476,9.89E-06,0.00016313,4.55E-05,0.004791611
13020,52,3716,1,1.649136422,0.366623377,0.5,36,1,0.001593202,0.001593202,0.203904936,0.19770941,9.89E-06,4.91E-06,4.55E-05,0.000114359
13021,52,3892,1,1.90714542,0.497575758,0.133333333,168,1,0.001593202,0.007434944,0.203904936,0.228141181,9.89E-06,5.46E-05,4.55E-05,0.005829647
13022,52,761,1,1.790214657,0.442380952,0.307692308,66,1,0.001593202,0.002920871,0.203904936,0.206216815,9.89E-06,1.40E-05,4.55E-05,0.000500879
13023,520,1708,1,4.581502842,0.731580197,0.127272727,1635,1,0.003983006,0.028943176,0.25068253,0.308776886,0.000890542,0.007740375,1.71E-05,0.018281972
13024,520,2065,3,4.455037926,0.68812293,0.7,285,1,0.003983006,0.005045141,0.25068253,0.255411589,0.000890542,0.000915919,1.71E-05,0.002000655
13025,520,2145,1,3.739505477,0.440754509,0.590909091,300,1,0.003983006,0.005310674,0.25068253,0.251769546,0.000890542,0.000896744,1.71E-05,0.000982824
13026,520,2997,1,3.858442917,0.481230699,0.121495327,1575,1,0.003983006,0.027881041,0.25068253,0.313978826,0.000890542,0.010568255,1.71E-05,0.01332949
13027,520,3102,1,3.835484164,0.475829136,0.188405797,1005,1,0.003983006,0.017790759,0.25068253,0.297313677,0.000890542,0.006760356,1.71E-05,0.005919284
13028,520,3261,1,3.766386001,0.45229297,0.464285714,390,1,0.003983006,0.006903877,0.25068253,0.265099692,0.000890542,0.001344125,1.71E-05,0.00298334
13029,520,3351,1,3.773212049,0.455040223,0.433333333,420,1,0.003983006,0.007434944,0.25068253,0.259071597,0.000890542,0.000966377,1.71E-05,0.002321097
13030,520,3409,1,3.805767291,0.466944985,0.295454545,630,1,0.003983006,0.011152416,0.25068253,0.278192241,0.000890542,0.001606509,1.71E-05,0.005388096
13031,520,3573,1,3.704044304,0.424087842,0.764705882,225,1,0.003983006,0.003983006,0.25068253,0.25068253,0.000890542,0.000886704,1.71E-05,0.000475492
13032,520,3757,1,3.739505477,0.440754509,0.590909091,300,1,0.003983006,0.005310674,0.25068253,0.254571703,0.000890542,0.001029156,1.71E-05,0.001957849
13033,520,3955,1,3.840975184,0.477240995,0.171052632,1110,1,0.003983006,0.019649495,0.25068253,0.280596691,0.000890542,0.00225056,1.71E-05,0.010467992
13034,520,4035,1,0.552781627,0.061805891,0.117647059,60,1,0.003983006,0.001062135,0.25068253,0.236412215,0.000890542,0.000214531,1.71E-05,2.50E-06
13035,520,636,1,3.744854939,0.443135461,0.565217391,315,1,0.003983006,0.005576208,0.25068253,0.255217278,0.000890542,0.000933538,1.71E-05,0.000528152
13036,520,737,1,3.704044304,0.424087842,0.764705882,225,1,0.003983006,0.003983006,0.25068253,0.250786643,0.000890542,0.000886811,1.71E-05,0.000339797
13037,521,1779,2,0,0,0,3,1,0.000265534,0.000796601,0.138572627,0.163936602,4.89E-09,2.46E-07,0,0.000950843
13038,522,1759,3,0.345976256,0.055555556,0.166666667,10,1,0.000531067,0.001327669,0.189269082,0.219707495,4.25E-06,3.60E-05,0,8.33E-05
13039,522,3799,4,0.621334935,0.2,0.052631579,36,1,0.000531067,0.004779607,0.189269082,0.239963471,4.25E-06,0.0001778,0,0.001134232
13040,523,2780,1,0.389871245,0.076923077,0.2,8,1,0.000531067,0.001062135,0.180586183,0.194324541,7.24E-07,3.82E-06,0,2.62E-05
13041,524,2841,1,1.210340855,0.369047619,0.5,9,1,0.000796601,0.000796601,0.203041049,0.203041049,1.80E-05,1.80E-05,0,0
13042,525,1334,1,3.017381226,0.46426157,0.5,176,1,0.00424854,0.002920871,0.248127909,0.219803465,0.000389837,9.13E-05,0.000107007,0.000190648
13043,525,2763,2,3.031984013,0.471837327,0.473684211,192,1,0.00424854,0.003186405,0.248127909,0.235674061,0.000389837,0.000175755,0.000107007,0.000105179
13044,525,2884,9,5.449299479,1.004673937,0.441176471,528,1,0.00424854,0.008762613,0.248127909,0.266480176,0.000389837,0.000812965,0.000107007,0.002679379
13045,525,2903,1,3.044542372,0.478247584,0.45,208,1,0.00424854,0.003451938,0.248127909,0.236393704,0.000389837,0.00022472,0.000107007,0.000138403
13046,525,3102,1,2.105199524,0.25888026,0.092105263,1072,1,0.00424854,0.017790759,0.248127909,0.297313677,0.000389837,0.006760356,0.000107007,0.005919284
13047,525,3205,4,3.895788653,0.579653877,0.48,336,1,0.00424854,0.005576208,0.248127909,0.24876167,0.000389837,0.000377866,0.000107007,0.001658012
13048,525,719,3,4.230062462,0.629904504,0.565217391,320,1,0.00424854,0.005310674,0.248127909,0.256257036,0.000389837,0.000581289,0.000107007,0.000593492
13049,525,757,2,1.552882238,0.204343951,0.166666667,304,1,0.00424854,0.005045141,0.248127909,0.249728734,0.000389837,0.000322812,0.000107007,0.000351966
13050,525,827,5,3.938247724,0.596969894,0.324324324,528,1,0.00424854,0.008762613,0.248127909,0.26699862,0.000389837,0.000869142,0.000107007,0.002413173
13051,525,938,1,3.421080765,0.54897871,0.434782609,272,1,0.00424854,0.004514073,0.248127909,0.249873408,0.000389837,0.000310926,0.000107007,0.000198454
13052,526,1622,1,3.25732738,0.71383864,0.103896104,936,1,0.003451938,0.019118428,0.237266829,0.278577265,0.000229076,0.001748167,0.000207189,0.009487933
13053,526,2023,1,2.200274756,0.417192938,0.4,104,1,0.003451938,0.00212427,0.237266829,0.222230266,0.000229076,8.85E-05,0.000207189,2.96E-06
13054,526,2446,2,0.791937625,0.180555556,0.03125,689,1,0.003451938,0.014073287,0.237266829,0.290645013,0.000229076,0.005887334,0.000207189,0.003574789
13055,526,2526,1,2.328216979,0.483369408,0.25,221,1,0.003451938,0.004514073,0.237266829,0.25141314,0.000229076,0.000724965,0.000207189,0.000497353
13056,526,2608,1,2.246878621,0.442192938,0.352941176,130,1,0.003451938,0.002655337,0.237266829,0.222722071,0.000229076,9.41E-05,0.000207189,0.000146385
13057,526,2988,2,1.162109875,0.352201258,0.142857143,39,1,0.003451938,0.000796601,0.237266829,0.213417714,0.000229076,2.35E-05,0.000207189,0
13058,526,3333,1,2.254772935,0.766666667,0.047619048,689,1,0.003451938,0.014073287,0.237266829,0.278089748,0.000229076,0.000930435,0.000207189,0.010124362
13059,526,3406,1,0.485697647,0.032756813,0.117647059,78,1,0.003451938,0.001593202,0.237266829,0.233812468,0.000229076,0.000193835,0.000207189,2.94E-05
13060,526,749,1,2.200274756,0.417192938,0.4,104,1,0.003451938,0.00212427,0.237266829,0.222230266,0.000229076,8.85E-05,0.000207189,2.96E-06
13061,527,2015,1,0.52494163,0.045284781,0.05,117,1,0.000796601,0.010355815,0.223911331,0.266951405,5.15E-05,0.001316384,0,0.002609384
13062,527,2588,1,0.556536912,0.05505279,0.03125,189,1,0.000796601,0.016728625,0.223911331,0.284724669,5.15E-05,0.000949982,0,0.014298127
13063,527,534,2,0.514321559,0.041514042,0.057142857,102,1,0.000796601,0.009028147,0.223911331,0.25485105,5.15E-05,0.000324627,0,0.004490225
13064,528,1492,2,1.876989523,0.6,0.285714286,18,1,0.001593202,0.000796601,0.1896257,0.186383134,3.17E-06,2.92E-06,0.000353673,0.00019737
13065,528,2027,3,1.176467134,0.361111111,0.25,24,1,0.001593202,0.001062135,0.1896257,0.182485367,3.17E-06,6.32E-07,0.000353673,1.52E-05
13066,528,3670,2,1.176467134,0.361111111,0.25,24,1,0.001593202,0.001062135,0.1896257,0.182485367,3.17E-06,6.32E-07,0.000353673,1.52E-05
13067,528,3890,1,0.910239227,0.333333333,0.142857143,12,1,0.001593202,0.000531067,0.1896257,0.156501161,3.17E-06,1.21E-07,0.000353673,0
13068,528,785,1,0.910239227,0.333333333,0.066666667,60,1,0.001593202,0.002655337,0.1896257,0.234867397,3.17E-06,0.000143681,0.000353673,0.002190446
13069,529,1358,2,3.112005283,0.751623377,0.368421053,144,1,0.004779607,0.00212427,0.226141891,0.212681065,3.86E-05,2.43E-05,0.002736527,0.000510453
13070,529,1414,2,3.175871238,0.785714286,0.318181818,198,1,0.004779607,0.002920871,0.226141891,0.215658599,3.86E-05,3.05E-05,0.002736527,0.000843603
13071,529,1639,2,1.009114981,0.15364168,0.136363636,126,1,0.004779607,0.001858736,0.226141891,0.220059795,3.86E-05,2.37E-05,0.002736527,0.00022571
13072,529,1846,1,1.138222001,0.220454545,0.1,270,1,0.004779607,0.003983006,0.226141891,0.212053687,3.86E-05,1.16E-05,0.002736527,0.000799518
13073,529,1919,1,3.112005283,0.751623377,0.368421053,144,1,0.004779607,0.00212427,0.226141891,0.212681065,3.86E-05,2.43E-05,0.002736527,0.000510453
13074,529,2436,1,1.173683173,0.237121212,0.085714286,360,1,0.004779607,0.005310674,0.226141891,0.220703245,3.86E-05,3.05E-05,0.002736527,0.002469106
13075,529,2648,1,2.840920252,0.726623377,0.3,144,1,0.004779607,0.00212427,0.226141891,0.183729106,3.86E-05,2.62E-06,0.002736527,3.35E-05
13076,529,2874,2,0.63044313,0.083916084,0.083333333,144,1,0.004779607,0.00212427,0.226141891,0.211267259,3.86E-05,1.35E-05,0.002736527,0.003325233
13077,529,2937,1,2.887524117,0.751623377,0.272727273,180,1,0.004779607,0.002655337,0.226141891,0.183773839,3.86E-05,2.62E-06,0.002736527,0.001933818
13078,529,3249,6,3.462506491,0.688430547,0.290322581,396,1,0.004779607,0.005841742,0.226141891,0.244907559,3.86E-05,0.000163551,0.002736527,0.005378053
13079,529,3352,1,2.807920257,0.708766234,0.315789474,126,1,0.004779607,0.001858736,0.226141891,0.18197941,3.86E-05,2.49E-06,0.002736527,0
13080,529,3793,2,1.183390052,0.243867244,0.088235294,342,1,0.004779607,0.005045141,0.226141891,0.235251706,3.86E-05,6.56E-05,0.002736527,0.001843191
13081,529,3932,1,1.378829085,0.340909091,0.054545455,720,1,0.004779607,0.010621349,0.226141891,0.274250195,3.86E-05,0.001118361,0.002736527,0.011408672
13082,529,3934,3,1.468243744,0.273201332,0.125,324,1,0.004779607,0.004779607,0.226141891,0.245744782,3.86E-05,0.000181782,0.002736527,0.001634298
13083,529,4038,1,0.669491709,0.101010101,0.042553191,558,1,0.004779607,0.008231545,0.226141891,0.256823783,3.86E-05,0.000221801,0.002736527,0.007868485
13084,529,601,1,2.807920257,0.708766234,0.315789474,126,1,0.004779607,0.001858736,0.226141891,0.18197941,3.86E-05,2.49E-06,0.002736527,0
13085,530,1141,1,1.191505641,0.361904762,0.095238095,60,1,0.000796601,0.005310674,0.201227699,0.219979628,1.17E-05,7.47E-05,0,0.001352515
13086,530,2186,1,1.244047427,0.383333333,0.055555556,105,1,0.000796601,0.00929368,0.201227699,0.258384287,1.17E-05,0.000502191,0,0.007200696
13087,530,631,3,0.615074615,0.078571429,0.5,9,1,0.000796601,0.000796601,0.201227699,0.201227699,1.17E-05,1.17E-05,0,0
13088,531,4082,1,0.281266414,0.028571429,0.0625,30,1,0.000531067,0.003983006,0.187273316,0.212726019,2.38E-06,1.95E-05,0,0.000291302
13089,532,1131,2,0.593713294,0.069444444,0.046511628,324,1,0.002389804,0.009559214,0.220977852,0.253758648,3.29E-05,0.000239417,0.000484843,0.007624387
13090,532,1312,1,2.213019667,0.524801587,0.131578947,306,1,0.002389804,0.009028147,0.220977852,0.252548757,3.29E-05,0.00024385,0.000484843,0.009157591
13091,532,1710,2,0.593713294,0.069444444,0.046511628,324,1,0.002389804,0.009559214,0.220977852,0.262335598,3.29E-05,0.000709529,0.000484843,0.004729688
13092,532,2276,1,2.015699812,0.429213352,0.416666667,72,1,0.002389804,0.00212427,0.220977852,0.205319306,3.29E-05,7.84E-06,0.000484843,0.000705407
13093,532,2289,1,1.982699817,0.411356209,0.454545455,63,1,0.002389804,0.001858736,0.220977852,0.207051186,3.29E-05,8.00E-06,0.000484843,5.98E-05
13094,532,3454,2,0.558110627,0.055555556,0.064516129,216,1,0.002389804,0.006372809,0.220977852,0.252802511,3.29E-05,0.000337298,0.000484843,0.002419131
13095,532,3784,1,2.094168555,0.470880019,0.3125,108,1,0.002389804,0.003186405,0.220977852,0.232444406,3.29E-05,7.10E-05,0.000484843,0.001078608
13096,533,1051,1,3.486747913,0.336974516,0.282608696,780,1,0.005310674,0.010355815,0.261789681,0.27380252,0.001006825,0.001595633,0.000532897,0.003885649
13097,533,1190,1,3.768673978,0.364882687,0.164705882,1580,1,0.005310674,0.020977164,0.261789681,0.302254519,0.001006825,0.00726156,0.000532897,0.004642754
13098,533,1228,1,4.239751041,0.4873894,0.211267606,1320,1,0.005310674,0.017525226,0.261789681,0.295885966,0.001006825,0.006233495,0.000532897,0.007854999
13099,533,1310,1,3.776384419,0.36667135,0.142857143,1840,1,0.005310674,0.024429102,0.261789681,0.311099474,0.001006825,0.008751405,0.000532897,0.007588206
13100,533,1312,1,0.521408006,0.044337138,0.038461538,680,1,0.005310674,0.009028147,0.261789681,0.252548757,0.001006825,0.00024385,0.000532897,0.009157591
13101,533,1389,1,3.744450977,0.358310146,0.24137931,1040,1,0.005310674,0.013807754,0.261789681,0.283628031,0.001006825,0.00311909,0.000532897,0.004679584
13102,533,1470,1,3.515466996,0.345948875,0.194029851,1200,1,0.005310674,0.015932023,0.261789681,0.283335247,0.001006825,0.001708158,0.000532897,0.011606609
13103,533,1535,1,0.476512666,0.030076888,0.076923077,160,1,0.005310674,0.00212427,0.261789681,0.241847196,0.001006825,0.000528464,0.000532897,0.0001267
13104,533,1576,1,4.220116427,0.481707582,0.283018868,960,1,0.005310674,0.012745619,0.261789681,0.286834542,0.001006825,0.003250265,0.000532897,0.003555263
13105,533,2207,1,3.468499657,0.330357477,0.342105263,620,1,0.005310674,0.008231545,0.261789681,0.269693648,0.001006825,0.000975049,0.000532897,0.001744066
13106,533,2237,1,3.440777344,0.319137281,0.433333333,460,1,0.005310674,0.006107276,0.261789681,0.260975053,0.001006825,0.000885223,0.000532897,0.00224214
13107,533,2328,2,0.602507481,0.072890026,0.054054054,380,1,0.005310674,0.005045141,0.261789681,0.263457277,0.001006825,0.000657741,0.000532897,0.000432241
13108,533,2691,1,3.406750209,0.303792012,0.541666667,340,1,0.005310674,0.004514073,0.261789681,0.259628549,0.001006825,0.00082794,0.000532897,0.001169117
13109,533,2861,1,3.53520655,0.350987635,0.139784946,1720,1,0.005310674,0.0228359,0.261789681,0.29902153,0.001006825,0.002745799,0.000532897,0.020074647
13110,533,3162,1,3.528090177,0.349282209,0.158536585,1500,1,0.005310674,0.019915029,0.261789681,0.284429618,0.001006825,0.00165824,0.000532897,0.014682709
13111,533,3322,1,0.623201764,0.082043344,0.048780488,460,1,0.005310674,0.006107276,0.261789681,0.269116712,0.001006825,0.000854118,0.000532897,0.001144757
13112,533,3461,1,0.258317767,0.020833333,0.037037037,160,1,0.005310674,0.00212427,0.261789681,0.223977774,0.001006825,0.000119177,0.000532897,0.000460641
13113,533,3695,10,4.418258594,0.458725382,0.421052632,680,1,0.005310674,0.009028147,0.261789681,0.276992697,0.001006825,0.00124181,0.000532897,0.004267344
13114,534,1293,1,1.832013316,0.347292804,0.108695652,578,1,0.009028147,0.004514073,0.25485105,0.238334417,0.000324627,0.000332295,0.004490225,0.000140418
13115,534,1361,2,0.513898342,0.142857143,0.028571429,68,1,0.009028147,0.000531067,0.25485105,0.201013342,0.000324627,1.14E-05,0.004490225,0
13116,534,1384,1,0.558110627,0.166666667,0.026315789,170,1,0.009028147,0.001327669,0.25485105,0.226498154,0.000324627,6.05E-05,0.004490225,8.73E-05
13117,534,1413,1,1.202245867,0.375,0.05,272,1,0.009028147,0.00212427,0.25485105,0.238296795,0.000324627,0.000123588,0.004490225,0.000419759
13118,534,1593,1,0.910239227,0.333333333,0.028571429,68,1,0.009028147,0.000531067,0.25485105,0.198515379,0.000324627,6.95E-06,0.004490225,0
13119,534,1872,1,0.60544671,0.08115942,0.035087719,850,1,0.009028147,0.006638343,0.25485105,0.256409375,0.000324627,0.000742229,0.004490225,0.00276251
13120,534,1926,1,1.243906995,0.271464646,0.081081081,204,1,0.009028147,0.001593202,0.25485105,0.209988899,0.000324627,1.78E-05,0.004490225,0.00048949
13121,534,1999,7,1.377913852,0.246800446,0.088888889,510,1,0.009028147,0.003983006,0.25485105,0.252781346,0.000324627,0.000658164,0.004490225,0.001085563
13122,534,2015,15,2.796058049,0.722032436,0.089552239,1326,1,0.009028147,0.010355815,0.25485105,0.266951405,0.000324627,0.001316384,0.004490225,0.002609384
13123,534,2161,2,1.283597991,0.185110211,0.060606061,1224,1,0.009028147,0.009559214,0.25485105,0.26638613,0.000324627,0.000608242,0.004490225,0.00460614
13124,534,2206,1,1.48744004,0.177631579,0.119047619,442,1,0.009028147,0.003451938,0.25485105,0.242293587,0.000324627,0.000149711,0.004490225,0.000292576
13125,534,2488,3,1.776335869,0.322709537,0.142857143,204,1,0.009028147,0.001593202,0.25485105,0.227728194,0.000324627,0.000171339,0.004490225,6.20E-06
13126,534,2508,7,2.818698737,0.618198259,0.2,272,1,0.009028147,0.00212427,0.25485105,0.22819291,0.000324627,0.000167968,0.004490225,6.24E-05
13127,534,2529,1,0.961796694,0.25,0.051282051,238,1,0.009028147,0.001858736,0.25485105,0.217100769,0.000324627,2.85E-05,0.004490225,0.000174784
13128,534,2588,1,1.183197647,0.358974359,0.021052632,2142,1,0.009028147,0.016728625,0.25485105,0.284724669,0.000324627,0.000949982,0.004490225,0.014298127
13129,534,2725,3,1.30777295,0.305555556,0.085714286,136,1,0.009028147,0.001062135,0.25485105,0.207734993,0.000324627,1.80E-05,0.004490225,4.59E-06
