,Author_A,Author_B,sh_path
1202,1271,1248,3
1203,1271,1602,4
1204,1271,2149,4
1205,1271,2943,5
1206,1271,3449,5
1207,1271,3558,5
1208,1271,3962,999
1209,1271,736,5
1210,1272,2556,4
1211,1272,3488,6
1212,1272,3800,3
1213,1272,3923,4
1214,1272,731,6
1215,1272,864,999
1216,1274,1314,7
1217,1274,1696,3
1218,1274,1940,999
1219,1274,2387,4
1220,1274,2420,999
1221,1274,2810,3
1222,1274,2945,4
1223,1274,2996,999
1224,1274,3656,5
1225,1274,3828,5
1226,1274,922,4
1227,1275,2858,999
1228,1275,2993,999
1229,1275,3364,999
1230,1275,4001,999
1231,1275,743,999
1232,1276,2354,4
1233,1276,2523,999
1234,1276,3836,5
1235,1276,973,4
1236,1277,1595,999
1237,1277,1892,999
1238,1277,2231,999
1239,1279,1321,4
1240,1279,2052,4
1241,1279,3022,4
1242,1279,3175,6
1243,1279,4085,999
1244,128,2158,3
1245,128,2660,4
1246,128,277,5
1247,128,3204,4
1248,128,590,6
1249,1280,1016,999
1250,1280,1674,999
1251,1280,1765,3
1252,1280,2314,3
1253,1280,2782,3
1254,1280,2882,5
1255,1280,3077,3
1256,1280,3370,3
1257,1280,3680,4
1258,1280,988,4
1259,1281,2459,5
1260,1281,3738,6
1261,1281,3861,5
1262,1281,752,4
1263,1282,1379,6
1264,1282,1529,4
1265,1282,2078,5
1266,1282,810,4
1267,1283,2409,4
1268,1283,2818,4
1269,1283,2917,5
1270,1283,3183,5
1271,1283,3671,5
1272,1283,861,4
1273,1285,1280,4
1274,1285,2023,5
1275,1285,2289,5
1276,1285,2296,4
1277,1285,3024,4
1278,1285,3030,3
1279,1285,3834,4
1280,1285,714,3
1281,1286,1205,5
1282,1286,1888,4
1283,1286,1896,5
1284,1286,2565,5
1285,1286,2625,4
1286,1286,2715,4
1287,1286,3002,5
1288,1286,3282,5
1289,1286,593,5
1290,1287,2352,5
1291,1287,3506,3
1292,1287,674,999
1293,1287,762,3
1294,1287,896,5
1295,1289,1981,5
1296,1289,2222,5
1297,1289,2749,5
1298,1289,2993,5
1299,1289,3470,4
1300,1289,4011,6
1301,129,3119,999
1302,129,3952,999
1303,129,715,999
1304,1290,1207,6
1305,1290,1288,6
1306,1290,1977,5
1307,1290,2140,6
1308,1290,2362,5
1309,1290,2387,5
1310,1290,2812,6
1311,1290,3349,6
1312,1290,3362,6
1313,1290,3494,7
1314,1290,3588,6
1315,1290,3681,6
1316,1290,4016,999
1317,1291,2105,3
1318,1291,3042,5
1319,1291,3199,5
1320,1291,3984,5
1321,1291,3991,5
1322,1291,819,3
1323,1293,1002,4
1324,1293,1118,4
1325,1293,2118,4
1326,1293,2671,6
1327,1294,2220,3
1328,1294,2708,3
1329,1294,2933,4
1330,1294,3082,3
1331,1294,3497,999
1332,1294,3756,4
1333,1294,741,3
1334,1297,1131,4
1335,1297,1746,6
1336,1297,2002,4
1337,1297,2571,5
1338,1297,2869,4
1339,1297,3231,5
1340,1298,1546,3
1341,1298,1757,999
1342,1298,3486,5
1343,1298,3927,4
1344,1298,761,5
1345,13,1073,3
1346,13,1114,7
1347,13,1887,3
1348,13,2291,3
1349,13,2609,3
1350,13,3544,3
1351,130,1731,4
1352,130,1812,5
1353,130,2700,6
1354,130,3004,5
1355,130,3098,5
1356,130,3162,5
1357,1302,1504,5
1358,1302,2118,6
1359,1302,2660,5
1360,1302,3001,5
1361,1302,3043,5
1362,1302,3646,999
1363,1302,926,4
1364,1304,2976,6
1365,1304,3333,3
1366,1304,436,4
1367,1305,1232,3
1368,1305,1639,4
1369,1305,1954,4
1370,1305,2104,999
1371,1305,2665,3
1372,1305,4081,3
1373,1307,1912,4
1374,1307,2300,5
1375,1307,2409,4
1376,1307,2907,999
1377,1307,3316,4
1378,1307,3325,5
1379,1307,3480,6
1380,1307,3759,5
1381,1307,3790,6
1382,1307,3911,4
1383,1307,683,3
1384,1308,2343,5
1385,1308,3914,999
1386,1308,636,5
1387,1308,657,5
1388,1308,970,5
1389,1309,1124,4
1390,1309,1630,5
1391,1309,1820,4
1392,1309,2607,4
1393,1309,2816,5
1394,1309,2837,3
1395,1309,3101,4
1396,1309,3699,4
1397,131,2488,4
1398,131,2973,5
1399,1310,1059,999
1400,1310,2166,4
1401,1310,2282,3
1402,1310,2917,3
1403,1311,1801,4
1404,1311,3648,4
1405,1311,3962,999
1406,1312,1398,3
1407,1312,2288,3
1408,1312,3655,4
1409,1312,3882,3
1410,1312,476,3
1411,1313,3083,3
1412,1313,3245,3
1413,1313,3313,5
1414,1313,3836,5
1415,1313,525,4
1416,1314,1214,5
1417,1314,1409,9
1418,1314,1492,7
1419,1314,2785,4
1420,1314,3231,5
1421,1315,1802,3
1422,1315,3175,6
1423,1315,3246,6
1424,1315,3386,5
1425,1315,3399,5
1426,1315,3436,4
1427,1315,3840,999
1428,1317,3494,3
1429,1317,3939,4
1430,1318,3732,4
1431,1318,3796,4
1432,1318,3898,3
1433,1318,523,6
1434,1319,1274,4
1435,1319,1671,4
1436,1319,2159,4
1437,1319,3169,4
1438,1319,3510,4
1439,132,1210,4
1440,132,2933,4
1441,132,952,5
1442,1320,1746,999
1443,1320,3433,999
1444,1320,3751,999
1445,1320,4000,999
1446,1321,1189,4
1447,1321,2068,3
1448,1321,2157,6
1449,1321,2832,4
1450,1321,3565,4
1451,1321,983,999
1452,1323,1362,999
1453,1323,1466,999
1454,1323,2060,4
1455,1323,3638,3
1456,1323,3677,3
1457,1323,3932,3
1458,1323,714,5
1459,1325,2044,6
1460,1325,2493,3
1461,1325,2673,4
1462,1325,2683,5
1463,1325,3705,4
1464,1325,3761,4
1465,1327,1656,3
1466,1327,1754,3
1467,1327,2646,3
1468,1327,2757,3
1469,1327,2776,5
1470,1327,3201,4
1471,1328,1628,3
1472,1328,3031,3
1473,1329,1059,999
1474,1329,1541,999
1475,1329,1967,9
1476,1329,198,8
1477,1329,2014,7
1478,1329,3067,8
1479,1329,3465,9
1480,1329,3799,8
1481,1329,3883,7
1482,133,1482,6
1483,133,1552,5
1484,133,1973,5
1485,133,2280,6
1486,133,2303,8
1487,133,3069,999
1488,133,861,5
1489,133,898,5
1490,1330,1034,3
1491,1330,1265,5
1492,1330,1889,3
1493,1330,2065,7
1494,1330,2398,3
1495,1330,2562,5
1496,1330,3101,5
1497,1330,3315,6
1498,1332,2125,7
1499,1332,233,4
1500,1332,2836,7
1501,1332,2860,5
1502,1332,2990,4
1503,1332,782,5
1504,1333,1247,999
1505,1333,1574,999
1506,1333,2350,3
1507,1333,2796,5
1508,1333,3597,3
1509,1334,2020,4
1510,1334,3992,999
1511,1335,3082,3
1512,1335,3919,999
1513,1335,983,999
1514,1335,999,3
1515,1336,1926,3
1516,1336,2144,4
1517,1336,2450,3
1518,1336,3752,999
1519,1336,787,4
1520,1337,1914,999
1521,1337,2068,4
1522,1337,2720,999
1523,1337,319,3
1524,1337,769,4
1525,1338,1698,999
1526,1338,1807,5
1527,1338,2903,4
1528,1338,2961,4
1529,1338,3176,999
1530,1338,3232,4
1531,1340,2889,999
1532,1340,3626,999
1533,1341,1510,4
1534,1341,3120,4
1535,1341,867,4
1536,1342,1149,999
1537,1342,1710,3
1538,1342,2574,7
1539,1342,3576,3
1540,1342,921,4
1541,1343,2054,999
1542,1343,2663,3
1543,1343,3149,4
1544,1343,3262,5
1545,1343,3273,3
1546,1343,3566,5
1547,1344,3900,4
1548,1344,683,4
1549,1345,1640,999
1550,1345,2788,4
1551,1345,3247,3
1552,1346,1115,5
1553,1346,3217,999
1554,1347,1928,5
1555,1347,2882,4
1556,1347,2943,4
1557,1347,3171,4
1558,1347,3346,3
1559,1347,3865,4
1560,1348,1148,3
1561,1348,1745,5
1562,1348,1912,3
1563,1348,2903,3
1564,1348,761,4
1565,135,1075,3
1566,135,1283,5
1567,135,2297,3
1568,135,3370,3
1569,1350,1482,999
1570,1350,2562,999
1571,1350,278,999
1572,1350,2780,999
1573,1352,1532,4
1574,1352,2410,4
1575,1352,2783,3
1576,1353,1195,3
1577,1353,1765,4
1578,1353,2599,5
1579,1353,3121,3
1580,1353,3604,3
1581,1353,3728,3
1582,1353,3766,3
1583,1353,506,4
1584,1353,605,4
1585,1354,1115,4
1586,1354,1228,3
1587,1354,1467,999
1588,1354,1912,3
1589,1354,2343,4
1590,1354,2495,3
1591,1354,2881,4
1592,1354,3784,4
1593,1354,3840,999
1594,1355,1951,5
1595,1355,2665,3
1596,1355,2775,4
1597,1355,2906,5
1598,1355,3282,4
1599,1355,3417,4
1600,1355,449,3
1601,1356,2723,6
1602,1356,3551,5
1603,1356,3882,4
1604,1356,989,4
1605,1357,2664,999
1606,1357,4021,999
1607,1357,4063,999
1608,1358,1526,5
1609,1358,2560,5
1610,1358,2599,6
1611,1358,2996,999
1612,1359,1078,5
1613,1359,1274,5
1614,1359,2199,4
1615,1359,2444,5
1616,1359,2544,4
1617,1359,3026,5
1618,136,1146,4
1619,136,1408,3
1620,136,1564,4
1621,136,1789,5
1622,136,3472,5
1623,136,3602,3
1624,136,3690,5
1625,136,426,4
1626,1360,3517,6
1627,1360,3681,5
1628,1363,1648,3
1629,1363,1670,999
1630,1363,3264,4
1631,1363,3534,3
1632,1363,3665,3
1633,1363,4011,4
1634,1364,1612,5
1635,1364,1701,5
1636,1364,1940,999
1637,1364,3014,6
1638,1364,3330,5
1639,1364,3552,5
1640,1365,1361,5
1641,1365,2529,5
1642,1365,3509,5
1643,1365,3993,4
1644,1365,936,4
1645,1367,2784,5
1646,1367,3413,4
1647,1367,3594,5
1648,1367,3677,3
1649,1369,1087,3
1650,1369,1145,4
1651,1369,1739,5
1652,1369,2033,4
1653,1369,2791,5
1654,1369,2883,5
1655,1369,3552,4
1656,1369,3674,4
1657,1369,888,5
1658,1370,1193,3
1659,1370,1583,3
1660,1370,2270,3
1661,1370,3148,3
1662,1370,3541,4
1663,1371,2656,6
1664,1371,2778,4
1665,1371,2799,4
1666,1371,3101,5
1667,1371,3271,4
1668,1371,3371,6
1669,1373,2005,5
1670,1373,2992,4
1671,1373,3054,4
1672,1373,3207,6
1673,1373,3552,4
1674,1373,3922,5
1675,1373,948,4
1676,1374,2212,4
1677,1374,2874,5
1678,1374,3633,4
1679,1375,1625,4
1680,1375,1773,4
1681,1375,1802,4
1682,1375,2131,999
1683,1375,3269,5
1684,1376,1419,999
1685,1376,2022,999
1686,1376,2696,999
1687,1376,2714,999
1688,1376,3709,999
1689,1376,468,999
1690,1377,1634,999
1691,1377,1653,999
1692,1377,2242,999
1693,1377,2298,999
1694,1377,296,999
1695,1377,3772,999
1696,1377,534,999
1697,1379,1407,6
1698,1379,3998,6
1699,138,1002,5
1700,138,1739,4
1701,138,2052,3
1702,138,2776,6
1703,138,3216,4
1704,138,3274,7
1705,1383,1169,4
1706,1383,1304,6
1707,1383,1367,5
1708,1383,248,4
1709,1384,1285,4
1710,1384,1580,4
1711,1384,1708,3
1712,1384,1946,999
1713,1384,256,3
1714,1384,2752,4
1715,1384,3391,4
1716,1385,1975,5
1717,1385,2082,999
1718,1385,3013,4
1719,1385,3385,5
1720,1385,3905,4
1721,1386,2423,999
1722,1386,2480,999
1723,1386,3320,999
1724,1386,3593,999
1725,1386,3689,999
1726,1386,972,999
1727,1387,1021,4
1728,1387,2680,4
1729,1387,3257,5
1730,1387,3470,5
1731,1387,477,5
1732,1388,1248,3
1733,1388,1386,999
1734,1388,2086,3
1735,1388,2568,5
1736,1388,2651,999
1737,1388,2710,999
1738,1388,3833,999
1739,1389,1118,3
1740,1389,1866,3
1741,1389,1983,4
1742,1389,2490,3
1743,1389,2644,999
1744,1389,3223,4
1745,1389,3605,3
1746,139,1706,999
1747,139,1837,999
1748,139,2964,999
1749,139,3171,999
1750,139,3740,999
1751,139,591,999
1752,139,601,999
1753,1392,1671,4
1754,1392,2170,4
1755,1392,3316,4
1756,1392,3415,4
1757,1392,4059,5
1758,1393,3916,4
1759,1395,1111,999
1760,1395,1921,999
1761,1395,2133,999
1762,1395,2333,999
1763,1395,3177,999
1764,1395,3786,999
1765,1395,3853,999
1766,1396,1034,999
1767,1396,1250,999
1768,1396,1499,999
1769,1396,1506,999
1770,1396,192,999
1771,1396,222,999
1772,1396,3837,999
1773,1396,4037,999
1774,1397,1208,3
1775,1397,2418,5
1776,1397,2673,4
1777,1397,3690,5
1778,1398,1124,3
1779,1398,3115,3
1780,1398,3553,3
1781,1398,3622,4
1782,1398,896,4
1783,1399,1658,3
1784,1399,2922,4
1785,14,1358,999
1786,140,2255,6
1787,140,3122,999
1788,140,3575,4
1789,1400,1225,5
1790,1400,1280,4
1791,1400,1335,4
1792,1400,2262,4
1793,1400,2790,5
1794,1400,2848,5
1795,1400,2974,5
1796,1400,3027,5
1797,1400,3604,4
1798,1400,3688,5
1799,1400,4021,6
1800,1401,1391,3
1801,1401,2431,3
1802,1401,2780,5
1803,1401,3015,6
1804,1401,3347,3
1805,1401,3562,3
1806,1401,694,999
1807,1401,860,4
1808,1402,1019,999
1809,1402,1121,6
1810,1402,2171,3
1811,1402,3032,5
1812,1402,47,5
1813,1405,1121,4
1814,1405,3376,999
1815,1405,356,5
1816,1405,3600,4
1817,1406,1627,5
1818,1406,1702,4
1819,1406,1793,5
1820,1406,3053,6
1821,1406,626,5
1822,1406,695,5
1823,1406,724,999
1824,1407,2165,3
1825,1407,2218,4
1826,1407,3588,4
1827,1407,3857,4
1828,1408,1201,5
1829,1408,1327,3
1830,1408,1720,999
1831,1408,3513,4
1832,1409,1386,999
1833,1409,1456,6
1834,1409,2030,7
1835,1409,2812,7
1836,1409,2859,6
1837,1409,3305,6
1838,1409,3718,6
1839,1409,3879,8
1840,141,1652,5
1841,141,2157,5
1842,141,2746,4
1843,141,2764,999
1844,141,3897,6
1845,1411,1383,4
1846,1411,2655,5
1847,1411,680,4
1848,1413,1789,5
1849,1413,1865,5
1850,1414,1343,3
1851,1414,1619,6
1852,1414,3561,5
1853,1414,862,4
1854,1415,1925,4
1855,1415,3040,3
1856,1415,3151,5
1857,1415,3495,8
1858,1415,974,5
1859,1416,1048,5
1860,1416,2023,6
1861,1416,2049,6
1862,1416,2370,6
1863,1416,3130,5
1864,1416,3162,5
1865,1416,3240,7
1866,1417,1670,999
1867,1417,1837,4
1868,1417,2237,3
1869,1417,3144,4
1870,1417,3202,4
1871,1417,663,4
1872,1418,1215,3
1873,1418,1304,5
1874,1418,1871,4
1875,1418,2180,4
1876,1418,2182,4
1877,1418,2838,5
1878,1418,2880,5
1879,1418,3834,4
1880,1419,1015,999
1881,1419,1583,4
1882,1419,2433,5
1883,1419,2472,5
1884,1419,2502,999
1885,1419,2763,3
1886,1419,3250,6
1887,1419,3746,5
1888,1420,1637,5
1889,1420,2980,5
1890,1420,2981,5
1891,1420,3821,7
1892,1420,4053,6
1893,1422,1925,5
1894,1422,2741,4
1895,1422,3521,5
1896,1422,3563,4
1897,1422,3572,4
1898,1422,3643,4
1899,1422,586,3
1900,1422,988,4
1901,1423,1111,5
1902,1423,1337,5
1903,1423,2509,999
1904,1423,2648,4
1905,1423,3048,999
1906,1424,1438,6
1907,1424,3485,6
1908,1425,1325,999
1909,1425,2680,999
1910,1425,3669,999
1911,1425,3891,999
1912,1425,3897,999
1913,1425,961,999
1914,1426,198,4
1915,1426,2361,5
1916,1426,2929,4
1917,1426,296,4
1918,1426,3303,999
1919,1426,640,999
1920,1427,1458,4
1921,1427,1675,4
1922,1427,2424,7
1923,1427,2657,999
1924,1427,3650,4
1925,1427,3780,3
1926,1427,4080,4
1927,1427,574,999
1928,1428,2866,999
1929,1428,3294,999
1930,1428,4017,999
1931,1429,1137,4
1932,1429,1640,999
1933,1429,2336,4
1934,1429,2397,3
1935,1429,3627,4
1936,1429,3772,3
1937,1429,3872,4
1938,1429,4016,999
1939,143,1948,999
1940,143,2439,999
1941,143,2532,999
1942,143,3035,999
1943,143,3531,999
1944,143,3682,999
1945,143,3799,999
1946,143,550,999
1947,143,575,999
1948,1431,1067,4
1949,1431,2830,4
1950,1431,972,4
1951,1432,2474,5
1952,1432,2509,999
1953,1432,361,5
1954,1436,1359,5
1955,1436,2205,6
1956,1436,224,5
1957,1436,3057,5
1958,1436,3560,5
1959,1438,1124,4
1960,1438,1232,4
1961,1438,1278,6
1962,1438,3015,7
1963,1438,3445,4
1964,1438,3529,5
1965,1438,3981,4
1966,1438,856,4
1967,144,2336,999
1968,144,2855,999
1969,144,3132,999
1970,144,3541,999
1971,144,3655,999
1972,144,3758,999
1973,144,935,999
1974,1441,1078,5
1975,1441,1312,3
1976,1441,1479,4
1977,1441,1541,999
1978,1441,1882,4
1979,1441,2028,5
1980,1441,2776,5
1981,1442,1583,3
1982,1442,1978,6
1983,1442,2817,4
1984,1442,2845,5
1985,1442,3642,5
1986,1442,3799,4
1987,1443,1044,4
1988,1443,2747,3
1989,1443,3294,4
1990,1443,594,6
1991,1444,1000,6
1992,1444,1018,3
1993,1444,198,3
1994,1444,4088,3
1995,1446,2978,999
1996,1446,3820,6
1997,1446,4030,6
1998,1447,1642,4
1999,1447,2683,5
2000,1447,2774,4
2001,1447,2865,5
2002,1447,3729,5
2003,1448,1709,7
2004,1448,2244,4
2005,1448,2434,5
2006,1448,2595,5
2007,1448,2861,4
2008,1448,2964,5
2009,1448,3348,5
2010,1448,3674,4
2011,1448,47,5
2012,1449,1150,999
2013,1449,1453,5
2014,1449,1733,6
2015,1449,1969,5
2016,1449,3103,3
2017,1449,3330,5
2018,1449,3893,4
2019,145,2027,4
2020,145,2655,5
2021,145,2719,5
2022,145,3578,4
2023,1450,361,3
2024,1451,1179,3
2025,1451,1663,4
2026,1451,2232,3
2027,1451,2775,4
2028,1451,2828,6
2029,1451,3215,999
2030,1451,3616,3
2031,1451,3699,4
2032,1452,2203,999
2033,1452,3613,5
2034,1452,3935,4
2035,1452,3956,6
2036,1453,1310,4
2037,1453,1786,7
2038,1453,192,5
2039,1453,2412,4
2040,1453,2754,5
2041,1453,3313,7
2042,1453,3317,6
2043,1453,3533,5
2044,1454,1189,3
2045,1454,2906,5
2046,1454,3286,3
2047,1454,3537,4
2048,1454,3957,5
2049,1454,507,4
2050,1455,1201,999
2051,1455,1840,999
2052,1455,2528,999
2053,1455,2748,999
2054,1455,2783,999
2055,1455,355,999
2056,1456,1873,999
2057,1456,2510,3
2058,1456,2675,5
2059,1456,2802,999
2060,1456,2880,5
2061,1456,3055,6
2062,1456,3252,5
2063,1456,3520,4
2064,1456,3540,4
2065,1456,513,3
2066,1457,1675,3
2067,1457,177,3
2068,1457,2687,999
2069,1457,3313,5
2070,1457,3606,999
2071,1458,2386,5
2072,1458,2965,4
2073,1458,3184,4
2074,1458,3530,9
2075,1458,3554,4
2076,1458,442,4
2077,1458,922,3
2078,1458,933,4
2079,1459,1612,3
2080,1459,3155,3
2081,1459,3646,999
2082,1459,4015,4
2083,146,1498,5
2084,146,2815,5
2085,146,3866,5
2086,146,4029,4
2087,146,4089,4
2088,146,556,3
2089,1460,1066,5
2090,1460,1089,4
2091,1460,1708,3
2092,1460,2823,4
2093,1460,2999,5
2094,1460,3086,5
2095,1460,3153,5
2096,1460,3453,999
2097,1460,3716,5
2098,1460,3995,3
2099,1461,1802,4
2100,1461,2257,5
2101,1461,3474,5
2102,1461,3618,5
2103,1461,4032,5
2104,1461,736,6
2105,1461,909,4
2106,1462,2255,999
2107,1462,2656,999
2108,1462,3725,999
2109,1462,597,999
2110,1462,942,999
2111,1463,1833,4
2112,1463,964,999
2113,1464,1314,999
2114,1464,1729,999
2115,1464,2021,999
2116,1464,3534,999
2117,1464,3826,999
2118,1464,501,999
2119,1464,657,999
2120,1467,1175,999
2121,1467,2687,999
2122,1467,4022,999
2123,1468,1415,5
2124,1468,1920,6
2125,1468,2742,5
2126,1468,2778,4
2127,1468,2963,5
2128,1468,3308,4
2129,1468,3466,5
2130,1468,3943,5
2131,147,1874,6
2132,147,2207,3
2133,147,2565,4
2134,147,948,4
2135,1470,1207,3
2136,1470,2418,4
2137,1470,2704,999
2138,1473,1034,3
2139,1473,1210,3
2140,1473,1431,4
2141,1473,2876,6
2142,1473,3375,3
2143,1473,777,4
2144,1474,1980,999
2145,1474,2417,999
2146,1474,2612,999
2147,1474,3309,999
2148,1474,3664,999
2149,1476,113,999
2150,1476,2032,999
2151,1476,2526,999
2152,1476,2838,999
2153,1476,2928,999
2154,1476,3181,999
2155,1476,3524,999
2156,1477,1180,3
2157,1477,2833,4
2158,1477,3250,5
2159,1477,3296,3
2160,1477,3459,3
2161,1477,3868,3
2162,1478,1973,5
2163,1478,2484,7
2164,1478,2725,6
2165,1478,3067,5
2166,1478,3616,4
2167,1478,3899,5
2168,1479,1066,6
2169,1479,1269,4
2170,1479,1846,5
2171,1479,213,4
2172,1479,320,4
2173,1479,3900,6
2174,1479,47,5
2175,148,1191,3
2176,148,3100,4
2177,148,3219,3
2178,1481,1379,6
2179,1481,1583,3
2180,1481,1677,4
2181,1481,3071,4
2182,1481,3709,4
2183,1482,1560,3
2184,1482,1920,5
2185,1482,2002,3
2186,1482,2104,999
2187,1482,2178,999
2188,1482,2644,999
2189,1482,2983,4
2190,1482,3005,4
2191,1482,340,4
2192,1482,3665,4
2193,1482,4069,3
2194,1484,1925,999
2195,1484,2481,999
2196,1484,2864,999
2197,1484,3021,999
2198,1484,3646,999
2199,1488,1358,7
2200,1488,1367,5
2201,1488,2740,6
2202,1490,1431,4
2203,1490,1456,3
2204,1490,2277,4
2205,1490,2604,4
2206,1490,2797,4
2207,1490,2883,4
2208,1492,2107,4
2209,1492,2287,4
2210,1492,2682,3
2211,1492,2708,4
2212,1492,2729,5
2213,1492,2995,5
2214,1492,3880,5
2215,1494,1454,4
2216,1494,2795,999
2217,1494,2991,5
2218,1494,3408,999
2219,1494,3552,4
2220,1494,3709,4
2221,1495,1309,5
2222,1495,1616,5
2223,1495,2791,6
2224,1495,3433,5
2225,1497,1016,999
2226,1497,1121,5
2227,1497,1365,5
2228,1497,1758,5
2229,1497,236,3
2230,1497,2667,5
2231,1497,3471,5
2232,1497,733,3
2233,1498,1192,6
2234,1498,2421,5
2235,1498,245,5
2236,1498,2464,6
2237,1498,2797,4
2238,1498,3745,6
2239,1498,3751,5
2240,1498,3788,5
2241,1499,120,5
2242,1499,3186,6
2243,15,1342,4
2244,15,3259,6
2245,15,3820,5
2246,15,3865,5
2247,15,762,4
2248,150,2487,5
2249,150,3008,5
2250,150,3215,999
2251,1500,1167,4
2252,1500,2157,6
2253,1500,2587,6
2254,1500,3815,5
2255,1501,2354,4
2256,1501,2399,5
2257,1501,3056,5
2258,1501,957,6
2259,1502,2237,3
2260,1502,2258,4
2261,1502,2815,4
2262,1502,2850,4
2263,1502,2851,5
2264,1502,2862,4
2265,1502,3832,3
2266,1503,2377,5
2267,1503,3922,5
2268,1503,626,4
2269,1503,657,4
2270,1503,936,3
2271,1504,3123,4
2272,1504,3484,5
2273,1504,3626,3
2274,1504,3959,6
2275,1505,1068,3
2276,1505,2153,4
2277,1505,3304,5
2278,1506,1373,4
2279,1506,1563,3
2280,1506,1588,5
2281,1506,2388,4
2282,1506,2520,5
2283,1506,3246,6
2284,1506,3573,999
2285,1506,605,4
2286,1506,693,3
2287,1506,832,6
2288,1507,1651,5
2289,1507,1913,5
2290,1507,2329,6
2291,1507,2424,8
2292,1507,2480,5
2293,1507,2917,5
2294,1507,3035,5
2295,1507,3360,5
2296,1509,1689,4
2297,1509,2698,5
2298,1509,2794,999
2299,1509,3076,4
2300,1509,3675,3
2301,1509,3988,4
2302,1509,4042,4
2303,151,1461,4
2304,151,3218,3
2305,151,3688,3
2306,151,4002,999
2307,1510,1752,4
2308,1510,1869,4
2309,1510,2646,4
2310,1510,3254,999
2311,1510,3816,3
2312,1510,769,4
2313,1511,1959,4
2314,1511,2834,6
2315,1511,3238,6
2316,1511,922,4
2317,1512,3272,6
2318,1512,3351,4
2319,1512,3772,4
2320,1512,3836,5
2321,1515,2059,6
2322,1515,2121,5
2323,1515,2345,4
2324,1515,2534,999
2325,1515,3075,6
2326,1515,331,3
2327,1515,3482,4
2328,1516,1728,999
2329,1516,1939,999
2330,1516,2368,999
2331,1516,2807,5
2332,1516,3225,999
2333,1516,3762,5
2334,1517,1546,3
2335,1517,3378,4
2336,1517,3817,3
2337,1518,3989,4
2338,1518,902,4
2339,1518,915,5
2340,1519,1090,3
2341,1519,1117,4
2342,1519,2552,5
2343,1519,415,4
2344,1522,1887,5
2345,1522,2032,5
2346,1522,2607,5
2347,1522,2701,5
2348,1522,3002,5
2349,1522,3408,999
2350,1522,3524,4
2351,1522,3646,999
2352,1522,3710,999
2353,1522,3855,5
2354,1522,451,4
2355,1523,114,6
2356,1523,3664,7
2357,1523,743,7
2358,1523,933,6
2359,1523,961,6
2360,1526,2020,3
2361,1526,2826,4
2362,1526,3050,3
2363,1526,4031,3
2364,1527,1132,4
2365,1527,1558,999
2366,1527,3772,4
2367,1528,2792,4
2368,1528,850,999
2369,1529,1284,999
2370,1529,2900,4
2371,1529,3587,4
2372,1529,3891,4
2373,1529,732,4
2374,153,1697,4
2375,153,2665,4
2376,153,3485,5
2377,153,414,3
2378,153,784,5
2379,1530,1148,4
2380,1530,2529,4
2381,1531,1140,3
2382,1531,1521,6
2383,1531,2803,4
2384,1531,3384,6
2385,1531,743,5
2386,1531,989,4
2387,1532,1215,3
2388,1532,1710,3
2389,1532,2474,4
2390,1532,2520,5
2391,1532,3611,3
2392,1533,1894,4
2393,1533,2873,4
2394,1533,3753,3
2395,1533,600,3
2396,1534,1431,5
2397,1534,2522,6
2398,1534,2710,999
2399,1534,3274,7
2400,1534,3831,5
2401,1534,3854,5
2402,1534,3925,999
2403,1534,590,6
2404,1534,819,4
2405,1535,1494,4
2406,1535,3044,4
2407,1535,3792,4
2408,1536,2326,999
2409,1536,2637,4
2410,1536,2956,4
2411,1536,3820,5
2412,1538,1321,4
2413,1538,2248,4
2414,1538,2697,4
2415,1538,3792,4
2416,1538,4041,5
2417,154,1554,999
2418,154,3193,999
2419,154,3469,999
2420,154,3695,999
2421,154,782,999
2422,1540,1073,999
2423,1540,1172,999
2424,1540,2298,999
2425,1540,3249,999
2426,1540,3573,999
2427,1542,1137,999
2428,1542,1871,999
2429,1542,2090,999
2430,1542,2874,999
2431,1542,3448,999
2432,1542,585,999
2433,1542,742,999
2434,1544,1029,5
2435,1544,1383,6
2436,1546,3002,3
2437,1546,3144,3
2438,1546,4004,4
2439,1547,1665,5
2440,1547,2022,3
2441,1547,2938,3
2442,1548,1648,5
2443,1548,2961,5
2444,1549,2810,999
2445,1549,3568,999
2446,1549,3739,999
2447,1549,396,999
2448,1549,974,999
2449,155,255,5
2450,155,2552,5
2451,155,2861,4
2452,155,2942,6
2453,155,3243,6
2454,155,3326,3
2455,155,3890,7
2456,155,786,5
2457,1550,3021,999
2458,1550,3147,999
2459,1550,3581,999
2460,1551,1233,999
2461,1551,1641,6
2462,1551,1726,5
2463,1551,222,4
2464,1551,3286,5
2465,1551,338,999
2466,1551,3382,999
2467,1551,3690,6
2468,1551,3878,5
2469,1551,679,5
2470,1551,764,5
2471,1552,1348,3
2472,1552,1677,3
2473,1552,2007,4
2474,1552,2647,4
2475,1552,2673,3
2476,1552,2840,5
2477,1552,2848,4
2478,1552,327,3
2479,1552,3395,5
2480,1552,3800,3
2481,1552,3960,6
2482,1552,597,4
2483,1553,2159,999
2484,1553,2479,999
2485,1553,2812,999
2486,1554,2614,4
2487,1554,3650,6
2488,1554,3932,4
2489,1555,2092,4
2490,1555,2891,3
2491,1555,3059,3
2492,1555,3161,4
2493,1555,752,3
2494,1557,1548,3
2495,1557,2229,3
2496,1557,2648,4
2497,1557,2692,4
2498,1557,3102,3
2499,1557,3177,4
