,Author_A,Author_B,count,aa,ra,jc,pa,dc_A,dc_B,sh_path,label
11296,558,2677,1,0.685850858,0.10989011,0.060606061,250,0.002896871,0.007242178,1,1
11297,558,2820,1,0.795955573,0.162337662,0.181818182,30,0.002896871,0.000869061,1,1
11298,558,2852,1,0.914569348,0.112944297,0.142857143,140,0.002896871,0.00405562,1,1
11299,558,2909,4,2.199401635,0.738095238,0.166666667,110,0.002896871,0.003186559,1,1
11300,558,2966,9,2.95151744,0.882967607,0.263157895,140,0.002896871,0.00405562,1,1
11301,558,3165,2,1.620521383,0.345194805,0.125,260,0.002896871,0.007531866,1,1
11302,559,3716,1,0.480898347,0.125,0.142857143,12,0.000579374,0.001738123,1,1
11303,559,761,1,0.558110627,0.166666667,0.111111111,16,0.000579374,0.002317497,1,1
11304,56,574,1,0,0,0,1,0.000289687,0.000289687,1,1
11305,560,1135,2,2.092994637,0.370666417,0.260869565,190,0.002896871,0.005504056,1,1
11306,560,2052,1,1.436439272,0.263766033,0.181818182,160,0.002896871,0.004634994,1,1
11307,560,2066,1,1.167167006,0.272789539,0.142857143,140,0.002896871,0.00405562,1,1
11308,560,2467,1,0.718546454,0.12406015,0.1,120,0.002896871,0.003476246,1,1
11309,560,2518,1,1.333345974,0.335127202,0.025641026,1100,0.002896871,0.031865585,1,1
11310,560,2681,1,1.560118561,0.31156015,0.054054054,680,0.002896871,0.019698725,1,1
11311,560,2861,1,1.652638188,0.383151059,0.050632911,730,0.002896871,0.021147161,1,1
11312,560,3079,2,1.820619455,0.338170795,0.263157895,140,0.002896871,0.00405562,1,1
11313,560,3103,1,0.824742667,0.094218111,0.272727273,40,0.002896871,0.001158749,1,1
11314,560,3854,1,1.316214686,0.201266033,0.285714286,80,0.002896871,0.002317497,1,1
11315,561,1187,4,3.50857627,1.183333333,0.085106383,410,0.002896871,0.011877173,1,1
11316,561,1283,1,0.558110627,0.166666667,0.071428571,50,0.002896871,0.001448436,1,1
11317,561,1874,1,0,0,0,10,0.002896871,0.000289687,1,1
11318,561,2027,1,0,0,0,40,0.002896871,0.001158749,1,1
11319,561,2549,1,0.70357699,0.124390244,0.181818182,30,0.002896871,0.000869061,1,1
11320,561,2745,1,0.269282508,0.024390244,0.076923077,40,0.002896871,0.001158749,1,1
11321,561,2815,1,0.269282508,0.024390244,0.090909091,20,0.002896871,0.000579374,1,1
11322,561,3159,1,0,0,0,100,0.002896871,0.002896871,1,1
11323,561,3668,1,1.179521735,0.357723577,0.111111111,100,0.002896871,0.002896871,1,1
11324,561,3862,1,0.621334935,0.2,0.066666667,60,0.002896871,0.001738123,1,1
11325,562,2420,3,1.442695041,0.5,0.333333333,4,0.000579374,0.000579374,1,1
11326,562,3887,3,1.442695041,0.5,0.333333333,4,0.000579374,0.000579374,1,1
11327,563,1052,2,0.668082011,0.100250627,0.166666667,40,0.002896871,0.001158749,1,1
11328,563,1255,1,1.784303264,0.43358396,0.363636364,50,0.002896871,0.001448436,1,1
11329,563,1626,1,0.668082011,0.100250627,0.181818182,30,0.002896871,0.000869061,1,1
11330,563,2044,1,0.72134752,0.25,0.090909091,20,0.002896871,0.000579374,1,1
11331,563,2172,2,2.285052122,0.69047619,0.272727273,40,0.002896871,0.001158749,1,1
11332,563,2205,1,1.847527572,0.466917293,0.333333333,60,0.002896871,0.001738123,1,1
11333,563,2775,6,4.211500016,1.307142857,0.318181818,190,0.002896871,0.005504056,1,1
11334,563,3007,2,1.389429531,0.350250627,0.214285714,70,0.002896871,0.00202781,1,1
11335,563,731,1,1.847527572,0.466917293,0.333333333,60,0.002896871,0.001738123,1,1
11336,564,2398,2,0,0,0,53,0.000289687,0.015353418,1,1
11337,565,724,1,0,0,0,1,0.000289687,0.000289687,1,1
11338,566,3430,1,0.339623272,0.052631579,0.166666667,10,0.000579374,0.001448436,1,1
11339,566,3635,1,0.621334935,0.2,0.05,38,0.000579374,0.005504056,1,1
11340,567,1178,2,1.51567383,0.308857809,0.063492063,310,0.001448436,0.017960603,1,1
11341,567,1731,2,1.061760866,0.190371457,0.3,40,0.001448436,0.002317497,1,1
11342,567,2868,1,0.242298871,0.016129032,0.009259259,520,0.001448436,0.030127462,1,1
11343,567,3031,2,1.125626822,0.224462366,0.230769231,55,0.001448436,0.003186559,1,1
11344,568,2947,5,1.442695041,0.5,0.333333333,4,0.000579374,0.000579374,1,1
11345,568,3145,3,1.442695041,0.5,0.333333333,4,0.000579374,0.000579374,1,1
11346,57,319,1,0,0,0,12,0.000289687,0.003476246,1,1
11347,570,1304,1,0.261189257,0.02173913,0.166666667,10,0.001448436,0.000579374,1,1
11348,570,1605,2,0.261189257,0.02173913,0.166666667,10,0.001448436,0.000579374,1,1
11349,570,3764,2,0.621863017,0.08423913,0.166666667,45,0.001448436,0.002607184,1,1
11350,570,3776,7,3.701183455,1.173611111,0.085106383,230,0.001448436,0.013325608,1,1
11351,570,733,2,0.71630887,0.132850242,0.105263158,80,0.001448436,0.004634994,1,1
11352,571,3048,3,1.442695041,0.5,0.333333333,4,0.000579374,0.000579374,1,1
11353,571,3726,2,1.442695041,0.5,0.333333333,4,0.000579374,0.000579374,1,1
11354,572,2302,3,0.255622219,0.02,0.03030303,93,0.000869061,0.008980301,1,1
11355,572,2808,4,0.805105019,0.175115207,0.039215686,150,0.000869061,0.014484357,1,1
11356,575,2005,1,1.274075231,0.302955665,0.25,54,0.001738123,0.002607184,1,1
11357,575,2094,1,1.215296501,0.271209633,0.3,42,0.001738123,0.00202781,1,1
11358,575,2521,1,0.621334935,0.2,0.1,30,0.001738123,0.001448436,1,1
11359,575,2830,1,0.621334935,0.2,0.1,30,0.001738123,0.001448436,1,1
11360,575,3056,1,1.215296501,0.271209633,0.3,42,0.001738123,0.00202781,1,1
11361,576,2327,1,0.558110627,0.166666667,0.333333333,4,0.000579374,0.000579374,1,1
11362,576,3028,1,1.442695041,0.5,0.142857143,12,0.000579374,0.001738123,1,1
11363,577,1554,2,0.889414095,0.211111111,0.222222222,24,0.000869061,0.002317497,1,1
11364,577,3271,1,0.93601796,0.236111111,0.181818182,30,0.000869061,0.002896871,1,1
11365,578,2982,1,0.306927676,0.038461538,0.076923077,24,0.000579374,0.003476246,1,1
11366,578,3165,1,0.402429604,0.083333333,0.037037037,52,0.000579374,0.007531866,1,1
11367,579,1019,1,1.820478453,0.666666667,0.5,9,0.000869061,0.000869061,1,1
11368,579,3306,2,1.820478453,0.666666667,0.5,9,0.000869061,0.000869061,1,1
11369,579,674,2,1.820478453,0.666666667,0.5,9,0.000869061,0.000869061,1,1
11370,58,3287,4,0.480898347,0.125,0.2,8,0.001158749,0.000579374,1,1
11371,58,3559,1,0.726144409,0.141949153,0.181818182,36,0.001158749,0.002607184,1,1
11372,58,3955,1,0.93601796,0.236111111,0.032786885,236,0.001158749,0.017091541,1,1
11373,58,4058,7,2.143060716,0.628060264,0.333333333,32,0.001158749,0.002317497,1,1
11374,580,996,1,0,0,0,1,0.000289687,0.000289687,1,1
11375,582,2861,1,0.328458739,0.047619048,0.013513514,146,0.000579374,0.021147161,1,1
11376,582,3460,1,0.233075272,0.01369863,0.045454545,42,0.000579374,0.00608343,1,1
11377,583,2216,1,0,0,0,4,0.000579374,0.000579374,1,1
11378,583,3734,1,0,0,0,190,0.000579374,0.027520278,1,1
11379,584,2436,4,0,0,0,45,0.000869061,0.004345307,1,1
11380,584,638,1,0,0,0,24,0.000869061,0.002317497,1,1
11381,585,1576,3,1.259533413,0.281565657,0.057692308,376,0.002317497,0.013615295,1,1
11382,585,1872,7,2.635642236,0.631447857,0.25,176,0.002317497,0.006373117,1,1
11383,585,2107,12,3.125373011,0.765791292,0.7,72,0.002317497,0.002607184,1,1
11384,585,2622,1,0.778635066,0.156565657,0.1,112,0.002317497,0.00405562,1,1
11385,585,2712,1,1.118258338,0.209197236,0.333333333,32,0.002317497,0.001158749,1,1
11386,585,3461,1,1.038365369,0.177842252,0.230769231,64,0.002317497,0.002317497,1,1
11387,585,3524,1,0.455119613,0.111111111,0.083333333,40,0.002317497,0.001448436,1,1
11388,586,1021,1,3.633750957,0.46847813,0.307692308,630,0.008690614,0.00608343,1,1
11389,586,1028,1,1.229168216,0.376811594,0.054054054,270,0.008690614,0.002607184,1,1
11390,586,1090,4,3.857381176,0.473555012,0.371428571,540,0.008690614,0.005214368,1,1
11391,586,1180,1,3.86373416,0.476478988,0.361111111,570,0.008690614,0.005504056,1,1
11392,586,1583,1,3.892689965,0.489110567,0.30952381,750,0.008690614,0.007242178,1,1
11393,586,1618,1,3.857381176,0.473555012,0.371428571,540,0.008690614,0.005214368,1,1
11394,586,1622,1,3.961994294,0.513237551,0.1625,1890,0.008690614,0.01825029,1,1
11395,586,1754,1,3.86373416,0.476478988,0.361111111,570,0.008690614,0.005504056,1,1
11396,586,1785,1,0.578659291,0.064754857,0.060606061,150,0.008690614,0.001448436,1,1
11397,586,2148,1,4.153095004,0.519334517,0.202898551,1590,0.008690614,0.015353418,1,1
11398,586,2185,1,0.774048602,0.154589372,0.064516129,90,0.008690614,0.000869061,1,1
11399,586,2287,1,3.647551715,0.474430511,0.285714286,720,0.008690614,0.006952491,1,1
11400,586,2409,1,3.854420508,0.481390847,0.325,690,0.008690614,0.006662804,1,1
11401,586,2670,1,3.912150756,0.496852503,0.270833333,930,0.008690614,0.008980301,1,1
11402,586,2747,4,5.871122218,1.130076751,0.432432432,690,0.008690614,0.006662804,1,1
11403,586,2773,1,3.946423309,0.512673986,0.131313131,2460,0.008690614,0.023754345,1,1
11404,586,2960,1,3.938361506,0.507962009,0.254901961,1020,0.008690614,0.009849363,1,1
11405,586,2980,1,3.592940322,0.449430511,0.363636364,450,0.008690614,0.004345307,1,1
11406,586,3059,1,3.834088059,0.462443901,0.40625,450,0.008690614,0.004345307,1,1
11407,586,3196,1,3.717970359,0.499430511,0.153846154,1800,0.008690614,0.017381228,1,1
11408,586,3389,1,3.638694242,0.470642632,0.3,660,0.008690614,0.006373117,1,1
11409,586,3720,1,3.888699452,0.487443901,0.317073171,720,0.008690614,0.006952491,1,1
11410,586,3728,1,3.592940322,0.449430511,0.363636364,450,0.008690614,0.004345307,1,1
11411,586,3932,1,3.91977894,0.499698803,0.254901961,1020,0.008690614,0.009849363,1,1
11412,586,3975,3,4.848540557,0.737245736,0.241935484,1410,0.008690614,0.013615295,1,1
11413,588,2511,1,0,0,0,1,0.000289687,0.000289687,1,1
11414,589,3220,1,0,0,0,2,0.000289687,0.000579374,1,1
11415,59,1517,1,3.018910617,0.470702018,0.204545455,592,0.004634994,0.010718424,1,1
11416,59,1744,8,3.240440782,0.471755019,0.5,224,0.004634994,0.00405562,1,1
11417,59,1767,1,2.027907609,0.322220073,0.107142857,736,0.004634994,0.013325608,1,1
11418,59,213,2,2.17672525,0.632539683,0.117647059,352,0.004634994,0.006373117,1,1
11419,59,2515,1,1.499982587,0.406565657,0.166666667,80,0.004634994,0.001448436,1,1
11420,59,2958,1,2.688682998,0.420434359,0.307692308,288,0.004634994,0.005214368,1,1
11421,59,3050,1,0.345976256,0.055555556,0.043478261,128,0.004634994,0.002317497,1,1
11422,59,3847,1,2.893418906,0.414395712,0.473684211,192,0.004634994,0.003476246,1,1
11423,59,3851,1,0.480898347,0.125,0.03030303,288,0.004634994,0.005214368,1,1
11424,59,4045,1,2.905977265,0.420805968,0.45,208,0.004634994,0.003765933,1,1
11425,59,4069,1,3.007309502,0.466479045,0.230769231,512,0.004634994,0.009269988,1,1
11426,59,495,1,3.004641834,0.46547098,0.236842105,496,0.004634994,0.008980301,1,1
11427,59,70,1,2.673985494,0.413489914,0.333333333,256,0.004634994,0.004634994,1,1
11428,59,948,1,2.734557626,0.440275629,0.222222222,448,0.004634994,0.00811124,1,1
11429,59,970,1,1.666197908,0.495454545,0.136363636,144,0.004634994,0.002607184,1,1
11430,590,3007,1,1.238697965,0.380952381,0.25,21,0.000869061,0.00202781,1,1
11431,591,1707,2,1.338561014,0.331550802,0.428571429,24,0.001738123,0.001158749,1,1
11432,591,1934,1,0.402429604,0.083333333,0.047619048,96,0.001738123,0.004634994,1,1
11433,591,3441,2,1.795651165,0.558823529,0.063829787,264,0.001738123,0.012746234,1,1
11434,592,1190,1,3.141671494,0.361860696,0.130952381,1264,0.004634994,0.022885284,1,1
11435,592,1245,1,3.030910091,0.321887345,0.458333333,304,0.004634994,0.005504056,1,1
11436,592,1310,1,3.146614739,0.363024671,0.119565217,1392,0.004634994,0.025202781,1,1
11437,592,1317,1,3.055875382,0.332852257,0.379310345,384,0.004634994,0.006952491,1,1
11438,592,1505,1,3.076519259,0.34118559,0.314285714,480,0.004634994,0.008690614,1,1
11439,592,2481,1,3.142328451,0.362018924,0.129411765,1280,0.004634994,0.023174971,1,1
11440,592,2956,1,1.424137569,0.476190476,0.117647059,48,0.004634994,0.000869061,1,1
11441,592,2990,1,3.143607175,0.362323802,0.126436782,1312,0.004634994,0.023754345,1,1
11442,592,3694,1,0,0,0,1136,0.004634994,0.020567787,1,1
11443,592,3706,1,3.126294026,0.357852257,0.169230769,960,0.004634994,0.017381228,1,1
11444,592,3717,1,3.030910091,0.321887345,0.458333333,304,0.004634994,0.005504056,1,1
11445,592,686,1,3.099448332,0.349518924,0.244444444,640,0.004634994,0.011587486,1,1
11446,592,945,1,3.113584191,0.354110761,0.203703704,784,0.004634994,0.01419467,1,1
11447,593,1583,2,0.621334935,0.2,0.027777778,300,0.003476246,0.007242178,1,1
11448,593,1900,6,0,0,0,12,0.003476246,0.000289687,1,1
11449,593,1995,1,0.251870649,0.018867925,0.066666667,48,0.003476246,0.001158749,1,1
11450,593,2006,1,1.442695041,0.5,0.058823529,72,0.003476246,0.001738123,1,1
11451,593,2329,1,0.558110627,0.166666667,0.076923077,24,0.003476246,0.000579374,1,1
11452,593,2588,1,0.72134752,0.25,0.015625,636,0.003476246,0.015353418,1,1
11453,593,2692,2,0.310667467,0.04,0.076923077,24,0.003476246,0.000579374,1,1
11454,593,2984,1,1.442695041,0.5,0.027777778,300,0.003476246,0.007242178,1,1
11455,593,3323,6,0,0,0,12,0.003476246,0.000289687,1,1
11456,593,3371,2,0,0,0,12,0.003476246,0.000289687,1,1
11457,593,3751,5,0.671341228,0.1025,0.133333333,60,0.003476246,0.001448436,1,1
11458,594,3561,1,1.468349853,0.5,0.5,9,0.000869061,0.000869061,1,1
11459,594,929,1,1.468349853,0.5,0.5,9,0.000869061,0.000869061,1,1
11460,595,1198,1,4.806051796,0.778659797,0.518518519,390,0.004345307,0.007531866,1,1
11461,595,1616,1,4.779171272,0.767121336,0.666666667,300,0.004345307,0.005793743,1,1
11462,595,1637,1,4.7437101,0.750454669,0.875,225,0.004345307,0.004345307,1,1
11463,595,3162,1,4.875985001,0.802415453,0.202898551,1020,0.004345307,0.019698725,1,1
11464,595,3212,1,4.7437101,0.750454669,0.875,225,0.004345307,0.004345307,1,1
11465,595,3616,1,4.7437101,0.750454669,0.875,225,0.004345307,0.004345307,1,1
11466,595,3993,1,4.7437101,0.750454669,0.875,225,0.004345307,0.004345307,1,1
11467,595,669,1,4.752305712,0.754621336,0.823529412,240,0.004345307,0.004634994,1,1
11468,595,897,1,4.767003216,0.76156578,0.736842105,270,0.004345307,0.005214368,1,1
11469,595,945,1,4.856030301,0.796713172,0.28,735,0.004345307,0.01419467,1,1
11470,595,962,1,4.7437101,0.750454669,0.875,225,0.004345307,0.004345307,1,1
11471,596,1028,3,1.190122064,0.253267974,0.157894737,117,0.003765933,0.002607184,1,1
11472,596,1078,1,0.352956124,0.058823529,0.071428571,26,0.003765933,0.000579374,1,1
11473,596,1139,1,1.389500797,0.228549637,0.051282051,897,0.003765933,0.019988413,1,1
11474,596,1174,1,1.339678467,0.21273936,0.095238095,429,0.003765933,0.009559676,1,1
11475,596,1264,20,5.87859262,1.47608394,0.666666667,221,0.003765933,0.004924681,1,1
11476,596,1801,1,1.235806889,0.166119313,0.181818182,169,0.003765933,0.003765933,1,1
11477,596,1884,3,2.32980092,0.597712418,0.357142857,78,0.003765933,0.001738123,1,1
11478,596,2774,3,0.352956124,0.058823529,0.018518519,546,0.003765933,0.01216686,1,1
11479,596,2954,1,1.811456998,0.453267974,0.285714286,65,0.003765933,0.001448436,1,1
11480,596,3018,1,0.352956124,0.058823529,0.035714286,208,0.003765933,0.004634994,1,1
11481,596,3348,4,1.811456998,0.453267974,0.285714286,65,0.003765933,0.001448436,1,1
11482,596,647,1,2.608856233,0.736601307,0.113636364,468,0.003765933,0.010428737,1,1
11483,597,2219,2,1.333198225,0.33126294,0.375,28,0.00202781,0.001158749,1,1
11484,597,2552,3,2.21879053,0.553990213,0.625,42,0.00202781,0.001738123,1,1
11485,597,3577,1,1.891308852,0.497929607,0.085106383,308,0.00202781,0.012746234,1,1
11486,597,3776,2,3.23705942,0.948917749,0.127659574,322,0.00202781,0.013325608,1,1
11487,597,738,4,2.318803116,0.603990213,0.625,42,0.00202781,0.001738123,1,1
11488,597,794,2,1.333198225,0.33126294,0.333333333,35,0.00202781,0.001448436,1,1
11489,598,2774,1,0,0,0,42,0.000289687,0.01216686,1,1
11490,599,1963,6,0,0,0,58,0.000579374,0.008400927,1,1
11491,599,824,1,0,0,0,2,0.000579374,0.000289687,1,1
11492,6,1567,2,1.631586747,0.583333333,0.5,9,0.000869061,0.000869061,1,1
11493,6,3272,2,1.631586747,0.583333333,0.5,9,0.000869061,0.000869061,1,1
11494,6,3279,5,1.820478453,0.666666667,0.4,12,0.000869061,0.001158749,1,1
11495,60,1820,1,0,0,0,24,0.000579374,0.003476246,1,1
11496,60,2934,1,0,0,0,2,0.000579374,0.000289687,1,1
11497,600,1509,1,0.897950748,0.116628959,0.081081081,399,0.005504056,0.00608343,1,1
11498,600,1642,1,0.565453211,0.06232493,0.066666667,247,0.005504056,0.003765933,1,1
11499,600,2149,3,0.318928989,0.043478261,0.038461538,152,0.005504056,0.002317497,1,1
11500,600,2681,1,1.037258973,0.168020385,0.035714286,1292,0.005504056,0.019698725,1,1
11501,600,2724,1,1.859727432,0.590909091,0.068965517,228,0.005504056,0.003476246,1,1
11502,600,2899,5,1.152187301,0.239705882,0.076923077,437,0.005504056,0.006662804,1,1
11503,600,3106,1,1.876989523,0.6,0.15,76,0.005504056,0.001158749,1,1
11504,600,3162,1,0,0,0,1292,0.005504056,0.019698725,1,1
11505,600,3187,1,1.303601757,0.305194805,0.053571429,760,0.005504056,0.011587486,1,1
11506,600,3358,3,0.992405108,0.266666667,0.086956522,114,0.005504056,0.001738123,1,1
11507,600,3439,1,0,0,0,342,0.005504056,0.005214368,1,1
11508,600,3722,1,0.688117422,0.115909091,0.086956522,114,0.005504056,0.001738123,1,1
11509,600,3888,1,0.829195657,0.191666667,0.071428571,209,0.005504056,0.003186559,1,1
11510,600,758,1,0.402429604,0.083333333,0.034482759,209,0.005504056,0.003186559,1,1
11511,600,845,4,3.599192803,1.126811594,0.260869565,190,0.005504056,0.002896871,1,1
11512,601,1358,1,2.770718282,0.689657565,0.75,49,0.00202781,0.00202781,1,1
11513,601,1414,1,2.867584233,0.741605617,0.5,77,0.00202781,0.003186559,1,1
11514,601,1919,1,2.803718277,0.707514708,0.666666667,56,0.00202781,0.002317497,1,1
11515,601,2648,1,2.770718282,0.689657565,0.75,49,0.00202781,0.00202781,1,1
11516,601,2937,1,2.829497011,0.721403596,0.6,63,0.00202781,0.002607184,1,1
11517,601,3352,1,2.770718282,0.689657565,0.75,49,0.00202781,0.00202781,1,1
11518,602,1087,1,0.54289276,0.05705301,0.03030303,480,0.017381228,0.002317497,1,1
11519,602,1173,5,9.299147742,1.269595094,0.248,5760,0.017381228,0.027809965,1,1
11520,602,1210,1,0,0,0,1140,0.017381228,0.005504056,1,1
11521,602,1240,1,6.503465121,0.557775921,0.201612903,5340,0.017381228,0.025782155,1,1
11522,602,1310,1,6.94167602,0.578789553,0.225,5220,0.017381228,0.025202781,1,1
11523,602,1363,1,6.442917158,0.54177916,0.324675325,2520,0.017381228,0.01216686,1,1
11524,602,1389,1,6.243701525,0.536816754,0.279069767,3000,0.017381228,0.014484357,1,1
11525,602,1450,1,0.868588964,0.2,0.025641026,1200,0.017381228,0.005793743,1,1
11526,602,1516,1,6.231777357,0.53300723,0.307692308,2520,0.017381228,0.01216686,1,1
11527,602,1563,5,0.982192697,0.15625,0.047619048,360,0.017381228,0.001738123,1,1
11528,602,1576,1,6.239593441,0.535540158,0.289156627,2820,0.017381228,0.013615295,1,1
11529,602,1697,1,0.608960578,0.087339744,0.027027027,960,0.017381228,0.004634994,1,1
11530,602,1703,1,6.249781229,0.538634936,0.263736264,3300,0.017381228,0.015932793,1,1
11531,602,1735,1,6.487566779,0.553860361,0.247524752,3960,0.017381228,0.019119351,1,1
11532,602,1924,1,1.08333976,0.197420635,0.041666667,900,0.017381228,0.004345307,1,1
11533,602,1972,1,2.515940666,0.322419187,0.054545455,6840,0.017381228,0.033024334,1,1
11534,602,2119,1,6.192396067,0.518355216,0.387096774,1560,0.017381228,0.007531866,1,1
11535,602,2344,2,0.434294482,0.1,0.015625,300,0.017381228,0.001448436,1,1
11536,602,2357,2,2.755291135,0.695395729,0.08,1260,0.017381228,0.00608343,1,1
11537,602,2408,1,6.188656276,0.516816754,0.393442623,1500,0.017381228,0.007242178,1,1
11538,602,2421,2,2.084301326,0.352652546,0.089552239,780,0.017381228,0.003765933,1,1
11539,602,2481,1,2.484414039,0.314112362,0.06870229,4800,0.017381228,0.023174971,1,1
11540,602,2513,1,0.949849393,0.062878816,0.06557377,300,0.017381228,0.001448436,1,1
11541,602,2533,1,0.962878755,0.158243486,0.038461538,1260,0.017381228,0.00608343,1,1
11542,602,2548,8,5.177651531,1.337418761,0.166666667,1020,0.017381228,0.004924681,1,1
11543,602,2556,1,1.514433067,0.299425033,0.06557377,300,0.017381228,0.001448436,1,1
11544,602,2606,2,0.902771279,0.111455108,0.049180328,240,0.017381228,0.001158749,1,1
11545,602,2709,1,6.210784735,0.525566754,0.352941176,1920,0.017381228,0.009269988,1,1
11546,602,2769,5,1.062158184,0.185139319,0.049180328,240,0.017381228,0.001158749,1,1
11547,602,2842,2,1.63181549,0.239099433,0.080645161,420,0.017381228,0.00202781,1,1
11548,602,2843,3,2.664124837,0.520747067,0.073684211,2520,0.017381228,0.01216686,1,1
11549,602,2869,1,0.99748952,0.15297619,0.045454545,540,0.017381228,0.002607184,1,1
11550,602,2984,1,1.835046365,0.341956576,0.0625,1500,0.017381228,0.007242178,1,1
11551,602,2990,1,2.717285716,0.327210467,0.075757576,4920,0.017381228,0.023754345,1,1
11552,602,3004,1,7.220671264,0.806816754,0.361111111,2280,0.017381228,0.011008111,1,1
11553,602,3034,1,7.760517708,0.753468891,0.211678832,6360,0.017381228,0.030706837,1,1
11554,602,3043,2,0.653383815,0.110416667,0.032786885,180,0.017381228,0.000869061,1,1
11555,602,3124,8,3.288214306,0.830972652,0.111111111,600,0.017381228,0.002896871,1,1
11556,602,3161,1,1.842300757,0.344919539,0.06097561,1620,0.017381228,0.007821553,1,1
11557,602,3196,1,6.255084407,0.540150088,0.25,3600,0.017381228,0.017381228,1,1
11558,602,3247,1,0.628220147,0.086309524,0.029850746,540,0.017381228,0.002607184,1,1
11559,602,3322,2,0.579763093,0.072916667,0.028169014,780,0.017381228,0.003765933,1,1
11560,602,3326,1,6.202349539,0.522333996,0.369230769,1740,0.017381228,0.008400927,1,1
11561,602,3434,5,1.756996589,0.423809524,0.060606061,600,0.017381228,0.002896871,1,1
11562,602,3446,4,1.666614055,0.388194444,0.055555556,960,0.017381228,0.004634994,1,1
11563,602,3537,1,1.091935373,0.201587302,0.04109589,960,0.017381228,0.004634994,1,1
11564,602,3564,1,6.246238874,0.537585985,0.272727273,3120,0.017381228,0.015063731,1,1
11565,602,3570,1,1.540690705,0.252697821,0.056179775,2040,0.017381228,0.009849363,1,1
11566,602,3677,1,6.707760681,0.564930789,0.236363636,4560,0.017381228,0.022016222,1,1
11567,602,3721,1,0.558110627,0.166666667,0.014084507,720,0.017381228,0.003476246,1,1
11568,602,3741,11,6.088718281,1.562908957,0.152941176,2280,0.017381228,0.011008111,1,1
11569,602,3906,1,6.202349539,0.522333996,0.369230769,1740,0.017381228,0.008400927,1,1
11570,602,741,1,6.22026843,0.529038976,0.333333333,2160,0.017381228,0.010428737,1,1
11571,602,977,2,2.135768001,0.499425033,0.081967213,360,0.017381228,0.001738123,1,1
11572,604,1842,1,1.660343908,0.491666667,0.5,20,0.001448436,0.001158749,1,1
11573,604,2284,1,0.480898347,0.125,0.1,30,0.001448436,0.001738123,1,1
11574,604,2451,3,2.458903708,0.783333333,0.444444444,40,0.001448436,0.002317497,1,1
11575,604,4000,2,1.823580802,0.575,0.375,30,0.001448436,0.001738123,1,1
11576,605,1210,2,0.434294482,0.1,0.043478261,95,0.001448436,0.005504056,1,1
11577,605,1848,1,0.960958206,0.252631579,0.333333333,15,0.001448436,0.000869061,1,1
11578,605,2629,1,1.249862499,0.385964912,0.25,25,0.001448436,0.001448436,1,1
11579,605,616,1,0.339623272,0.052631579,0.071428571,50,0.001448436,0.002896871,1,1
11580,606,1102,6,2.642835628,0.646481121,0.25,161,0.00202781,0.006662804,1,1
11581,606,1208,4,0.615903193,0.077961019,0.025316456,518,0.00202781,0.021436848,1,1
11582,606,1700,1,1.032935585,0.16887011,0.375,28,0.00202781,0.001158749,1,1
11583,606,3443,2,1.17401382,0.244627686,0.2,77,0.00202781,0.003186559,1,1
11584,606,898,6,2.664790412,0.655476623,0.2,203,0.00202781,0.008400927,1,1
11585,607,1141,1,1.207213431,0.367816092,0.105263158,54,0.000869061,0.005214368,1,1
11586,607,701,1,0.642950461,0.090038314,0.5,9,0.000869061,0.000869061,1,1
11587,608,1148,2,2.805479863,0.595016664,0.388888889,136,0.002317497,0.004924681,1,1
11588,608,1916,1,1.836461907,0.34104841,0.5,56,0.002317497,0.00202781,1,1
11589,608,1949,2,2.883528409,0.627524404,0.179487179,304,0.002317497,0.011008111,1,1
11590,608,2184,1,1.708519684,0.274871939,0.416666667,72,0.002317497,0.002607184,1,1
11591,608,2495,1,2.291581521,0.452159521,0.315789474,136,0.002317497,0.004924681,1,1
11592,608,3113,1,2.741403595,0.562931102,0.583333333,88,0.002317497,0.003186559,1,1
11593,608,3253,1,1.911750559,0.377729082,0.454545455,64,0.002317497,0.002317497,1,1
11594,608,3319,1,2.366870173,0.488840193,0.222222222,200,0.002317497,0.007242178,1,1
11595,609,1802,1,1.828244914,0.466315789,0.137931034,162,0.001738123,0.007821553,1,1
11596,609,3195,1,1.510323055,0.303352827,0.571428571,30,0.001738123,0.001448436,1,1
11597,609,614,3,0,0,0,78,0.001738123,0.003765933,1,1
11598,609,657,1,1.820990522,0.463352827,0.148148148,150,0.001738123,0.007242178,1,1
11599,61,1802,1,1.765020606,0.432982456,0.142857143,135,0.001448436,0.007821553,1,1
11600,61,3195,1,1.447098747,0.270019493,0.666666667,25,0.001448436,0.001448436,1,1
11601,61,400,1,1.793526104,0.443703704,0.102564103,190,0.001448436,0.011008111,1,1
11602,61,609,1,1.510323055,0.303352827,0.571428571,30,0.001448436,0.001738123,1,1
11603,61,657,1,1.757766214,0.430019493,0.153846154,125,0.001448436,0.007242178,1,1
11604,610,1334,1,0,0,0,44,0.001158749,0.003186559,1,1
11605,610,1419,1,0.621334935,0.2,0.111111111,24,0.001158749,0.001738123,1,1
11606,610,2296,1,0,0,0,36,0.001158749,0.002607184,1,1
11607,610,4024,1,0.558110627,0.166666667,0.125,20,0.001158749,0.001448436,1,1
11608,613,737,4,0,0,0,1,0.000289687,0.000289687,1,1
11609,614,1533,2,1.242669869,0.4,0.117647059,78,0.003765933,0.001738123,1,1
11610,614,2029,2,1.179445561,0.366666667,0.125,65,0.003765933,0.001448436,1,1
